,sim_name,method,expected_theta,theta_prom,error,est_theta_list,room.t60,mic_array.d,mic_array.position,source.position,mic-source distance
0,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,1.0,1.0]",Classic,166.608,172.84,0.0012,"[[  0.   180.   164.73 167.58]
 [   nan   0.   180.   164.73]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 1.0, 1.0]",4.317406628984581
1,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,1.0,1.0]",ROTH,166.608,180.0,0.00554,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.0, 1.0, 1.0]",4.317406628984581
2,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,1.0,1.0]",PHAT,166.608,180.0,0.00554,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.0, 1.0, 1.0]",4.317406628984581
3,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,1.0,1.0]",SCOT,166.608,180.0,0.00554,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.0, 1.0, 1.0]",4.317406628984581
4,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,1.0,1.0]",ECKART,166.608,149.5,0.00903,"[[  0.   149.04 149.04 151.8 ]
 [   nan   0.   149.04 149.04]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 1.0, 1.0]",4.317406628984581
5,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,1.0,1.0]",HT,166.608,180.0,0.00554,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.0, 1.0, 1.0]",4.317406628984581
6,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,1.9,1.0]",Classic,178.485,180.0,7e-05,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.0, 1.8888888888888888, 1.0]",4.201469466628592
7,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,1.9,1.0]",ROTH,178.485,180.0,7e-05,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.0, 1.8888888888888888, 1.0]",4.201469466628592
8,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,1.9,1.0]",PHAT,178.485,180.0,7e-05,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.0, 1.8888888888888888, 1.0]",4.201469466628592
9,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,1.9,1.0]",SCOT,178.485,180.0,7e-05,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.0, 1.8888888888888888, 1.0]",4.201469466628592
10,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,1.9,1.0]",ECKART,178.485,149.04,0.02676,"[[  0.   149.04 149.04 149.04]
 [   nan   0.   149.04 149.04]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 1.8888888888888888, 1.0]",4.201469466628592
11,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,1.9,1.0]",HT,178.485,180.0,7e-05,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.0, 1.8888888888888888, 1.0]",4.201469466628592
12,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,2.8,1.0]",Classic,169.50900000000001,180.0,0.0034,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.0, 2.7777777777777777, 1.0]",4.271409401076527
13,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,2.8,1.0]",ROTH,169.50900000000001,180.0,0.0034,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.0, 2.7777777777777777, 1.0]",4.271409401076527
14,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,2.8,1.0]",PHAT,169.50900000000001,180.0,0.0034,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.0, 2.7777777777777777, 1.0]",4.271409401076527
15,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,2.8,1.0]",SCOT,169.50900000000001,180.0,0.0034,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.0, 2.7777777777777777, 1.0]",4.271409401076527
16,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,2.8,1.0]",ECKART,169.50900000000001,156.035,0.0056,"[[  0.   158.27 153.28 154.84]
 [   nan   0.   158.27 153.28]
 [   nan    nan   0.   158.27]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 2.7777777777777777, 1.0]",4.271409401076527
17,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,2.8,1.0]",HT,169.50900000000001,180.0,0.0034,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.0, 2.7777777777777777, 1.0]",4.271409401076527
18,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,3.7,1.0]",Classic,158.356,158.27,0.0,"[[  0.   158.27 158.27 158.27]
 [   nan   0.   158.27 158.27]
 [   nan    nan   0.   158.27]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 3.6666666666666665, 1.0]",4.518603520754811
19,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,3.7,1.0]",ROTH,158.356,171.288,0.00516,"[[  0.   180.   164.73 158.27]
 [   nan   0.   180.   164.73]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 3.6666666666666665, 1.0]",4.518603520754811
20,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,3.7,1.0]",PHAT,158.356,171.288,0.00516,"[[  0.   180.   164.73 158.27]
 [   nan   0.   180.   164.73]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 3.6666666666666665, 1.0]",4.518603520754811
21,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,3.7,1.0]",SCOT,158.356,171.288,0.00516,"[[  0.   180.   164.73 158.27]
 [   nan   0.   180.   164.73]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 3.6666666666666665, 1.0]",4.518603520754811
22,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,3.7,1.0]",ECKART,158.356,149.04,0.00268,"[[  0.   149.04 149.04 149.04]
 [   nan   0.   149.04 149.04]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 3.6666666666666665, 1.0]",4.518603520754811
23,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,3.7,1.0]",HT,158.356,171.288,0.00516,"[[  0.   180.   164.73 158.27]
 [   nan   0.   180.   164.73]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 3.6666666666666665, 1.0]",4.518603520754811
24,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,4.6,1.0]",Classic,148.681,147.983,2e-05,"[[  0.   149.04 149.04 146.48]
 [   nan   0.   149.04 145.26]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 4.555555555555555, 1.0]",4.916387311586717
25,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,4.6,1.0]",ROTH,148.681,152.117,0.00036,"[[  0.   158.27 149.04 149.04]
 [   nan   0.   158.27 149.04]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 4.555555555555555, 1.0]",4.916387311586717
26,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,4.6,1.0]",PHAT,148.681,152.117,0.00036,"[[  0.   158.27 149.04 149.04]
 [   nan   0.   158.27 149.04]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 4.555555555555555, 1.0]",4.916387311586717
27,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,4.6,1.0]",SCOT,148.681,152.117,0.00036,"[[  0.   158.27 149.04 149.04]
 [   nan   0.   158.27 149.04]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 4.555555555555555, 1.0]",4.916387311586717
28,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,4.6,1.0]",ECKART,148.681,135.61,0.00527,"[[  0.   135.61 135.61 135.61]
 [   nan   0.   135.61 135.61]
 [   nan    nan   0.   135.61]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 4.555555555555555, 1.0]",4.916387311586717
29,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,4.6,1.0]",HT,148.681,152.117,0.00036,"[[  0.   158.27 149.04 149.04]
 [   nan   0.   158.27 149.04]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 4.555555555555555, 1.0]",4.916387311586717
30,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,5.4,1.0]",Classic,140.645,140.393,0.0,"[[  0.   141.82 138.62 139.66]
 [   nan   0.   141.82 138.62]
 [   nan    nan   0.   141.82]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 5.444444444444445, 1.0]",5.431776645892594
31,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,5.4,1.0]",ROTH,140.645,141.46,2e-05,"[[  0.   141.82 141.82 139.66]
 [   nan   0.   141.82 141.82]
 [   nan    nan   0.   141.82]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 5.444444444444445, 1.0]",5.431776645892594
32,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,5.4,1.0]",PHAT,140.645,141.46,2e-05,"[[  0.   141.82 141.82 139.66]
 [   nan   0.   141.82 141.82]
 [   nan    nan   0.   141.82]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 5.444444444444445, 1.0]",5.431776645892594
33,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,5.4,1.0]",SCOT,140.645,141.46,2e-05,"[[  0.   141.82 141.82 139.66]
 [   nan   0.   141.82 141.82]
 [   nan    nan   0.   141.82]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 5.444444444444445, 1.0]",5.431776645892594
34,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,5.4,1.0]",ECKART,140.645,130.783,0.003,"[[  0.   130.03 130.03 131.83]
 [   nan   0.   130.03 132.75]
 [   nan    nan   0.   130.03]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 5.444444444444445, 1.0]",5.431776645892594
35,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,5.4,1.0]",HT,140.645,141.46,2e-05,"[[  0.   141.82 141.82 139.66]
 [   nan   0.   141.82 141.82]
 [   nan    nan   0.   141.82]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 5.444444444444445, 1.0]",5.431776645892594
36,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,6.3,1.0]",Classic,134.105,134.027,0.0,"[[  0.   135.61 132.75 131.83]
 [   nan   0.   135.61 132.75]
 [   nan    nan   0.   135.61]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 6.333333333333333, 1.0]",6.03471439073779
37,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,6.3,1.0]",ROTH,134.105,134.813,2e-05,"[[  0.   135.61 135.61 133.69]
 [   nan   0.   135.61 132.75]
 [   nan    nan   0.   135.61]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 6.333333333333333, 1.0]",6.03471439073779
38,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,6.3,1.0]",PHAT,134.105,134.813,2e-05,"[[  0.   135.61 135.61 133.69]
 [   nan   0.   135.61 132.75]
 [   nan    nan   0.   135.61]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 6.333333333333333, 1.0]",6.03471439073779
39,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,6.3,1.0]",SCOT,134.105,134.813,2e-05,"[[  0.   135.61 135.61 133.69]
 [   nan   0.   135.61 132.75]
 [   nan    nan   0.   135.61]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 6.333333333333333, 1.0]",6.03471439073779
40,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,6.3,1.0]",ECKART,134.105,126.432,0.00182,"[[  0.   124.87 127.4  126.55]
 [   nan   0.   130.03 124.87]
 [   nan    nan   0.   124.87]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 6.333333333333333, 1.0]",6.03471439073779
41,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,6.3,1.0]",HT,134.105,134.813,2e-05,"[[  0.   135.61 135.61 133.69]
 [   nan   0.   135.61 132.75]
 [   nan    nan   0.   135.61]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 6.333333333333333, 1.0]",6.03471439073779
42,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,7.2,1.0]",Classic,128.808,128.573,0.0,"[[  0.   130.03 127.4  126.55]
 [   nan   0.   130.03 127.4 ]
 [   nan    nan   0.   130.03]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 7.222222222222221, 1.0]",6.701612114877404
43,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,7.2,1.0]",ROTH,128.808,129.298,1e-05,"[[  0.   130.03 130.03 128.27]
 [   nan   0.   130.03 127.4 ]
 [   nan    nan   0.   130.03]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 7.222222222222221, 1.0]",6.701612114877404
44,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,7.2,1.0]",PHAT,128.808,129.298,1e-05,"[[  0.   130.03 130.03 128.27]
 [   nan   0.   130.03 127.4 ]
 [   nan    nan   0.   130.03]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 7.222222222222221, 1.0]",6.701612114877404
45,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,7.2,1.0]",SCOT,128.808,129.298,1e-05,"[[  0.   130.03 130.03 128.27]
 [   nan   0.   130.03 127.4 ]
 [   nan    nan   0.   130.03]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 7.222222222222221, 1.0]",6.701612114877404
46,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,7.2,1.0]",ECKART,128.808,122.295,0.00131,"[[  0.   124.87 122.41 121.6 ]
 [   nan   0.   124.87 120.01]
 [   nan    nan   0.   120.01]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 7.222222222222221, 1.0]",6.701612114877404
47,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,7.2,1.0]",HT,128.808,129.298,1e-05,"[[  0.   130.03 130.03 128.27]
 [   nan   0.   130.03 127.4 ]
 [   nan    nan   0.   130.03]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 7.222222222222221, 1.0]",6.701612114877404
48,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,8.1,1.0]",Classic,124.5,123.505,3e-05,"[[  0.   124.87 122.41 121.6 ]
 [   nan   0.   124.87 122.41]
 [   nan    nan   0.   124.87]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 8.11111111111111, 1.0]",7.415232903445831
49,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,8.1,1.0]",ROTH,124.5,125.455,3e-05,"[[  0.   130.03 124.87 123.22]
 [   nan   0.   124.87 124.87]
 [   nan    nan   0.   124.87]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 8.11111111111111, 1.0]",7.415232903445831
50,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,8.1,1.0]",PHAT,124.5,124.595,0.0,"[[  0.   124.87 124.87 123.22]
 [   nan   0.   124.87 124.87]
 [   nan    nan   0.   124.87]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 8.11111111111111, 1.0]",7.415232903445831
51,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,8.1,1.0]",SCOT,124.5,124.595,0.0,"[[  0.   124.87 124.87 123.22]
 [   nan   0.   124.87 124.87]
 [   nan    nan   0.   124.87]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 8.11111111111111, 1.0]",7.415232903445831
52,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,8.1,1.0]",ECKART,124.5,116.795,0.00183,"[[  0.   120.01 117.68 116.91]
 [   nan   0.   115.39 115.39]
 [   nan    nan   0.   115.39]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 8.11111111111111, 1.0]",7.415232903445831
53,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,8.1,1.0]",HT,124.5,124.595,0.0,"[[  0.   124.87 124.87 123.22]
 [   nan   0.   124.87 124.87]
 [   nan    nan   0.   124.87]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 8.11111111111111, 1.0]",7.415232903445831
54,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,9.0,1.0]",Classic,120.964,119.75,5e-05,"[[  0.   120.01 120.01 118.45]
 [   nan   0.   120.01 120.01]
 [   nan    nan   0.   120.01]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 9.0, 1.0]",8.16333265278342
55,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,9.0,1.0]",ROTH,120.964,122.03,4e-05,"[[  0.   124.87 122.41 120.01]
 [   nan   0.   124.87 120.01]
 [   nan    nan   0.   120.01]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 9.0, 1.0]",8.16333265278342
56,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,9.0,1.0]",PHAT,120.964,121.63,1e-05,"[[  0.   124.87 120.01 120.01]
 [   nan   0.   124.87 120.01]
 [   nan    nan   0.   120.01]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 9.0, 1.0]",8.16333265278342
57,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,9.0,1.0]",SCOT,120.964,121.63,1e-05,"[[  0.   124.87 120.01 120.01]
 [   nan   0.   124.87 120.01]
 [   nan    nan   0.   120.01]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 9.0, 1.0]",8.16333265278342
58,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,9.0,1.0]",ECKART,120.964,115.015,0.00109,"[[  0.   115.39 115.39 115.39]
 [   nan   0.   115.39 113.14]
 [   nan    nan   0.   115.39]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 9.0, 1.0]",8.16333265278342
59,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.0,9.0,1.0]",HT,120.964,120.01,3e-05,"[[  0.   120.01 120.01 120.01]
 [   nan   0.   120.01 120.01]
 [   nan    nan   0.   120.01]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.0, 9.0, 1.0]",8.16333265278342
60,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.9,1.0,1.0]",Classic,163.195,171.963,0.00237,"[[  0.   180.   164.73 162.32]
 [   nan   0.   180.   164.73]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.8888888888888888, 1.0, 1.0]",3.4588230353869593
61,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.9,1.0,1.0]",ROTH,163.195,175.385,0.00459,"[[  0.   180.   180.   167.58]
 [   nan   0.   180.   164.73]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.8888888888888888, 1.0, 1.0]",3.4588230353869593
62,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.9,1.0,1.0]",PHAT,163.195,172.84,0.00287,"[[  0.   180.   164.73 167.58]
 [   nan   0.   180.   164.73]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.8888888888888888, 1.0, 1.0]",3.4588230353869593
63,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.9,1.0,1.0]",SCOT,163.195,172.84,0.00287,"[[  0.   180.   164.73 167.58]
 [   nan   0.   180.   164.73]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.8888888888888888, 1.0, 1.0]",3.4588230353869593
64,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.9,1.0,1.0]",ECKART,163.195,147.353,0.00775,"[[  0.   149.04 145.26 146.48]
 [   nan   0.   149.04 145.26]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.8888888888888888, 1.0, 1.0]",3.4588230353869593
65,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.9,1.0,1.0]",HT,163.195,175.385,0.00459,"[[  0.   180.   180.   167.58]
 [   nan   0.   180.   164.73]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.8888888888888888, 1.0, 1.0]",3.4588230353869593
66,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.9,1.9,1.0]",Classic,178.078,180.0,0.00011,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.8888888888888888, 1.8888888888888888, 1.0]",3.312974866964101
67,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.9,1.9,1.0]",ROTH,178.078,180.0,0.00011,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.8888888888888888, 1.8888888888888888, 1.0]",3.312974866964101
68,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.9,1.9,1.0]",PHAT,178.078,180.0,0.00011,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.8888888888888888, 1.8888888888888888, 1.0]",3.312974866964101
69,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.9,1.9,1.0]",SCOT,178.078,180.0,0.00011,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.8888888888888888, 1.8888888888888888, 1.0]",3.312974866964101
70,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.9,1.9,1.0]",ECKART,178.078,149.04,0.02602,"[[  0.   149.04 149.04 149.04]
 [   nan   0.   149.04 149.04]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.8888888888888888, 1.8888888888888888, 1.0]",3.312974866964101
71,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.9,1.9,1.0]",HT,178.078,180.0,0.00011,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.8888888888888888, 1.8888888888888888, 1.0]",3.312974866964101
72,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.9,2.8,1.0]",Classic,166.781,177.93,0.00384,"[[  0.   180.   180.   167.58]
 [   nan   0.   180.   180.  ]
 [   nan    nan   0.   180.  ]
 [   nan    nan    nan   0.  ]]",0.2,0.1,"[5, 2, 1]","[1.8888888888888888, 2.7777777777777777, 1.0]",3.4012343438417174
73,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.9,2.8,1.0]",ROTH,166.781,180.0,0.00539,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.8888888888888888, 2.7777777777777777, 1.0]",3.4012343438417174
74,"sim_T0.20s_d0.1_mic[5.0,2.0,1.0]_src[1.9,2.8,1.0]",PHAT,166.781,180.0,0.00539,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.2,0.1,"[5, 2, 1]","[1.8888888888888888, 2.7777777777777777, 1.0]",3.4012343438417174
