,sim_name,method,expected_theta,theta_prom,error,est_theta_list,mic_array.d,mic_array.position,source.position,mic-source distance
219,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[5.0,3.0,1.0]",SCOT,106.699,105.078,8e-05,"[[  0.   106.61 104.48 103.78]
 [   nan   0.   106.61 102.38]
 [   nan    nan   0.   106.61]
 [   nan    nan    nan   0.  ]]",0.1,"[5, 3, 1]","[4, 7, 1]",4.17612260356422
220,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[5.0,3.0,1.0]",ECKART,106.699,105.078,8e-05,"[[  0.   106.61 104.48 103.78]
 [   nan   0.   106.61 102.38]
 [   nan    nan   0.   106.61]
 [   nan    nan    nan   0.  ]]",0.1,"[5, 3, 1]","[4, 7, 1]",4.17612260356422
221,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[5.0,3.0,1.0]",HT,106.699,105.078,8e-05,"[[  0.   106.61 104.48 103.78]
 [   nan   0.   106.61 102.38]
 [   nan    nan   0.   106.61]
 [   nan    nan    nan   0.  ]]",0.1,"[5, 3, 1]","[4, 7, 1]",4.17612260356422
222,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[7.0,2.0,1.0]",Classic,122.619,123.505,2e-05,"[[  0.   124.87 122.41 121.6 ]
 [   nan   0.   124.87 122.41]
 [   nan    nan   0.   124.87]
 [   nan    nan    nan   0.  ]]",0.1,"[7, 2, 1]","[4, 7, 1]",5.936328831862332
223,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[7.0,2.0,1.0]",ROTH,122.619,123.505,2e-05,"[[  0.   124.87 122.41 121.6 ]
 [   nan   0.   124.87 122.41]
 [   nan    nan   0.   124.87]
 [   nan    nan    nan   0.  ]]",0.1,"[7, 2, 1]","[4, 7, 1]",5.936328831862332
224,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[7.0,2.0,1.0]",PHAT,122.619,123.505,2e-05,"[[  0.   124.87 122.41 121.6 ]
 [   nan   0.   124.87 122.41]
 [   nan    nan   0.   124.87]
 [   nan    nan    nan   0.  ]]",0.1,"[7, 2, 1]","[4, 7, 1]",5.936328831862332
225,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[7.0,2.0,1.0]",SCOT,122.619,123.505,2e-05,"[[  0.   124.87 122.41 121.6 ]
 [   nan   0.   124.87 122.41]
 [   nan    nan   0.   124.87]
 [   nan    nan    nan   0.  ]]",0.1,"[7, 2, 1]","[4, 7, 1]",5.936328831862332
226,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[7.0,2.0,1.0]",ECKART,122.619,123.505,2e-05,"[[  0.   124.87 122.41 121.6 ]
 [   nan   0.   124.87 122.41]
 [   nan    nan   0.   124.87]
 [   nan    nan    nan   0.  ]]",0.1,"[7, 2, 1]","[4, 7, 1]",5.936328831862332
227,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[7.0,2.0,1.0]",HT,122.619,123.505,2e-05,"[[  0.   124.87 122.41 121.6 ]
 [   nan   0.   124.87 122.41]
 [   nan    nan   0.   124.87]
 [   nan    nan    nan   0.  ]]",0.1,"[7, 2, 1]","[4, 7, 1]",5.936328831862332
228,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[0.0,7.0,1.0]",Classic,0.0,18.025,0.01003,"[[ 0.   21.73 15.27 12.42]
 [  nan  0.   21.73 15.27]
 [  nan   nan  0.   21.73]
 [  nan   nan   nan  0.  ]]",0.1,"[0, 7, 1]","[4, 7, 1]",3.8
229,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[0.0,7.0,1.0]",ROTH,0.0,18.025,0.01003,"[[ 0.   21.73 15.27 12.42]
 [  nan  0.   21.73 15.27]
 [  nan   nan  0.   21.73]
 [  nan   nan   nan  0.  ]]",0.1,"[0, 7, 1]","[4, 7, 1]",3.8
230,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[0.0,7.0,1.0]",PHAT,0.0,18.025,0.01003,"[[ 0.   21.73 15.27 12.42]
 [  nan  0.   21.73 15.27]
 [  nan   nan  0.   21.73]
 [  nan   nan   nan  0.  ]]",0.1,"[0, 7, 1]","[4, 7, 1]",3.8
231,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[0.0,7.0,1.0]",SCOT,0.0,18.025,0.01003,"[[ 0.   21.73 15.27 12.42]
 [  nan  0.   21.73 15.27]
 [  nan   nan  0.   21.73]
 [  nan   nan   nan  0.  ]]",0.1,"[0, 7, 1]","[4, 7, 1]",3.8
232,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[0.0,7.0,1.0]",ECKART,0.0,18.025,0.01003,"[[ 0.   21.73 15.27 12.42]
 [  nan  0.   21.73 15.27]
 [  nan   nan  0.   21.73]
 [  nan   nan   nan  0.  ]]",0.1,"[0, 7, 1]","[4, 7, 1]",3.8
233,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[0.0,7.0,1.0]",HT,0.0,18.025,0.01003,"[[ 0.   21.73 15.27 12.42]
 [  nan  0.   21.73 15.27]
 [  nan   nan  0.   21.73]
 [  nan   nan   nan  0.  ]]",0.1,"[0, 7, 1]","[4, 7, 1]",3.8
234,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[8.0,7.0,1.0]",Classic,180.0,180.0,0.0,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[8, 7, 1]","[4, 7, 1]",4.199999999999999
235,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[8.0,7.0,1.0]",ROTH,180.0,180.0,0.0,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[8, 7, 1]","[4, 7, 1]",4.199999999999999
236,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[8.0,7.0,1.0]",PHAT,180.0,180.0,0.0,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[8, 7, 1]","[4, 7, 1]",4.199999999999999
237,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[8.0,7.0,1.0]",SCOT,180.0,180.0,0.0,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[8, 7, 1]","[4, 7, 1]",4.199999999999999
238,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[8.0,7.0,1.0]",ECKART,180.0,180.0,0.0,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[8, 7, 1]","[4, 7, 1]",4.199999999999999
239,"sim_anechoic_d0.1_s[4.0,7.0,1.0]_m[8.0,7.0,1.0]",HT,180.0,180.0,0.0,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[8, 7, 1]","[4, 7, 1]",4.199999999999999
240,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[5.0,5.0,1.0]",Classic,137.726,136.325,6e-05,"[[  0.   141.82 135.61 133.69]
 [   nan   0.   135.61 135.61]
 [   nan    nan   0.   135.61]
 [   nan    nan    nan   0.  ]]",0.1,"[5, 5, 1]","[3, 3, 1]",2.973213749463701
241,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[5.0,5.0,1.0]",ROTH,137.726,136.325,6e-05,"[[  0.   141.82 135.61 133.69]
 [   nan   0.   135.61 135.61]
 [   nan    nan   0.   135.61]
 [   nan    nan    nan   0.  ]]",0.1,"[5, 5, 1]","[3, 3, 1]",2.973213749463701
242,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[5.0,5.0,1.0]",PHAT,137.726,136.325,6e-05,"[[  0.   141.82 135.61 133.69]
 [   nan   0.   135.61 135.61]
 [   nan    nan   0.   135.61]
 [   nan    nan    nan   0.  ]]",0.1,"[5, 5, 1]","[3, 3, 1]",2.973213749463701
243,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[5.0,5.0,1.0]",SCOT,137.726,136.325,6e-05,"[[  0.   141.82 135.61 133.69]
 [   nan   0.   135.61 135.61]
 [   nan    nan   0.   135.61]
 [   nan    nan    nan   0.  ]]",0.1,"[5, 5, 1]","[3, 3, 1]",2.973213749463701
244,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[5.0,5.0,1.0]",ECKART,137.726,136.325,6e-05,"[[  0.   141.82 135.61 133.69]
 [   nan   0.   135.61 135.61]
 [   nan    nan   0.   135.61]
 [   nan    nan    nan   0.  ]]",0.1,"[5, 5, 1]","[3, 3, 1]",2.973213749463701
245,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[5.0,5.0,1.0]",HT,137.726,136.325,6e-05,"[[  0.   141.82 135.61 133.69]
 [   nan   0.   135.61 135.61]
 [   nan    nan   0.   135.61]
 [   nan    nan    nan   0.  ]]",0.1,"[5, 5, 1]","[3, 3, 1]",2.973213749463701
246,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[1.0,8.0,1.0]",Classic,70.201,69.545,1e-05,"[[ 0.   73.39 69.07 67.6 ]
 [  nan  0.   69.07 69.07]
 [  nan   nan  0.   69.07]
 [  nan   nan   nan  0.  ]]",0.1,"[1, 8, 1]","[3, 3, 1]",5.314132102234569
247,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[1.0,8.0,1.0]",ROTH,70.201,70.265,0.0,"[[ 0.   73.39 69.07 67.6 ]
 [  nan  0.   73.39 69.07]
 [  nan   nan  0.   69.07]
 [  nan   nan   nan  0.  ]]",0.1,"[1, 8, 1]","[3, 3, 1]",5.314132102234569
248,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[1.0,8.0,1.0]",PHAT,70.201,69.545,1e-05,"[[ 0.   73.39 69.07 67.6 ]
 [  nan  0.   69.07 69.07]
 [  nan   nan  0.   69.07]
 [  nan   nan   nan  0.  ]]",0.1,"[1, 8, 1]","[3, 3, 1]",5.314132102234569
249,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[1.0,8.0,1.0]",SCOT,70.201,69.545,1e-05,"[[ 0.   73.39 69.07 67.6 ]
 [  nan  0.   69.07 69.07]
 [  nan   nan  0.   69.07]
 [  nan   nan   nan  0.  ]]",0.1,"[1, 8, 1]","[3, 3, 1]",5.314132102234569
250,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[1.0,8.0,1.0]",ECKART,70.201,70.265,0.0,"[[ 0.   73.39 69.07 67.6 ]
 [  nan  0.   73.39 69.07]
 [  nan   nan  0.   69.07]
 [  nan   nan   nan  0.  ]]",0.1,"[1, 8, 1]","[3, 3, 1]",5.314132102234569
251,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[1.0,8.0,1.0]",HT,70.201,69.545,1e-05,"[[ 0.   73.39 69.07 67.6 ]
 [  nan  0.   69.07 69.07]
 [  nan   nan  0.   69.07]
 [  nan   nan   nan  0.  ]]",0.1,"[1, 8, 1]","[3, 3, 1]",5.314132102234569
252,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[8.0,2.0,1.0]",Classic,169.114,180.0,0.00366,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[8, 2, 1]","[3, 3, 1]",5.29528091794949
253,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[8.0,2.0,1.0]",ROTH,169.114,180.0,0.00366,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[8, 2, 1]","[3, 3, 1]",5.29528091794949
254,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[8.0,2.0,1.0]",PHAT,169.114,180.0,0.00366,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[8, 2, 1]","[3, 3, 1]",5.29528091794949
255,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[8.0,2.0,1.0]",SCOT,169.114,180.0,0.00366,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[8, 2, 1]","[3, 3, 1]",5.29528091794949
256,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[8.0,2.0,1.0]",ECKART,169.114,180.0,0.00366,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[8, 2, 1]","[3, 3, 1]",5.29528091794949
257,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[8.0,2.0,1.0]",HT,169.114,180.0,0.00366,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[8, 2, 1]","[3, 3, 1]",5.29528091794949
258,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[0.0,2.0,1.0]",Classic,19.654,26.345,0.00138,"[[ 0.   30.96 21.73 21.73]
 [  nan  0.   30.96 21.73]
 [  nan   nan  0.   30.96]
 [  nan   nan   nan  0.  ]]",0.1,"[0, 2, 1]","[3, 3, 1]",2.973213749463701
259,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[0.0,2.0,1.0]",ROTH,19.654,26.345,0.00138,"[[ 0.   30.96 21.73 21.73]
 [  nan  0.   30.96 21.73]
 [  nan   nan  0.   30.96]
 [  nan   nan   nan  0.  ]]",0.1,"[0, 2, 1]","[3, 3, 1]",2.973213749463701
260,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[0.0,2.0,1.0]",PHAT,19.654,26.345,0.00138,"[[ 0.   30.96 21.73 21.73]
 [  nan  0.   30.96 21.73]
 [  nan   nan  0.   30.96]
 [  nan   nan   nan  0.  ]]",0.1,"[0, 2, 1]","[3, 3, 1]",2.973213749463701
261,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[0.0,2.0,1.0]",SCOT,19.654,26.345,0.00138,"[[ 0.   30.96 21.73 21.73]
 [  nan  0.   30.96 21.73]
 [  nan   nan  0.   30.96]
 [  nan   nan   nan  0.  ]]",0.1,"[0, 2, 1]","[3, 3, 1]",2.973213749463701
262,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[0.0,2.0,1.0]",ECKART,19.654,27.177,0.00175,"[[ 0.   30.96 21.73 21.73]
 [  nan  0.   30.96 26.72]
 [  nan   nan  0.   30.96]
 [  nan   nan   nan  0.  ]]",0.1,"[0, 2, 1]","[3, 3, 1]",2.973213749463701
263,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[0.0,2.0,1.0]",HT,19.654,26.345,0.00138,"[[ 0.   30.96 21.73 21.73]
 [  nan  0.   30.96 21.73]
 [  nan   nan  0.   30.96]
 [  nan   nan   nan  0.  ]]",0.1,"[0, 2, 1]","[3, 3, 1]",2.973213749463701
264,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[3.0,0.0,1.0]",Classic,86.186,90.115,0.00048,"[[ 0.   94.1  90.   88.64]
 [  nan  0.   90.   87.95]
 [  nan   nan  0.   90.  ]
 [  nan   nan   nan  0.  ]]",0.1,"[3, 0, 1]","[3, 3, 1]",3.006659275674582
265,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[3.0,0.0,1.0]",ROTH,86.186,90.115,0.00048,"[[ 0.   94.1  90.   88.64]
 [  nan  0.   90.   87.95]
 [  nan   nan  0.   90.  ]
 [  nan   nan   nan  0.  ]]",0.1,"[3, 0, 1]","[3, 3, 1]",3.006659275674582
266,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[3.0,0.0,1.0]",PHAT,86.186,90.115,0.00048,"[[ 0.   94.1  90.   88.64]
 [  nan  0.   90.   87.95]
 [  nan   nan  0.   90.  ]
 [  nan   nan   nan  0.  ]]",0.1,"[3, 0, 1]","[3, 3, 1]",3.006659275674582
267,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[3.0,0.0,1.0]",SCOT,86.186,90.115,0.00048,"[[ 0.   94.1  90.   88.64]
 [  nan  0.   90.   87.95]
 [  nan   nan  0.   90.  ]
 [  nan   nan   nan  0.  ]]",0.1,"[3, 0, 1]","[3, 3, 1]",3.006659275674582
268,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[3.0,0.0,1.0]",ECKART,86.186,90.115,0.00048,"[[ 0.   94.1  90.   88.64]
 [  nan  0.   90.   87.95]
 [  nan   nan  0.   90.  ]
 [  nan   nan   nan  0.  ]]",0.1,"[3, 0, 1]","[3, 3, 1]",3.006659275674582
269,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[3.0,0.0,1.0]",HT,86.186,90.115,0.00048,"[[ 0.   94.1  90.   88.64]
 [  nan  0.   90.   87.95]
 [  nan   nan  0.   90.  ]
 [  nan   nan   nan  0.  ]]",0.1,"[3, 0, 1]","[3, 3, 1]",3.006659275674582
270,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[1.0,2.0,1.0]",Classic,29.055,30.5,6e-05,"[[ 0.   30.96 30.96 28.2 ]
 [  nan  0.   30.96 30.96]
 [  nan   nan  0.   30.96]
 [  nan   nan   nan  0.  ]]",0.1,"[1, 2, 1]","[3, 3, 1]",2.0591260281974
271,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[1.0,2.0,1.0]",ROTH,29.055,30.5,6e-05,"[[ 0.   30.96 30.96 28.2 ]
 [  nan  0.   30.96 30.96]
 [  nan   nan  0.   30.96]
 [  nan   nan   nan  0.  ]]",0.1,"[1, 2, 1]","[3, 3, 1]",2.0591260281974
272,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[1.0,2.0,1.0]",PHAT,29.055,30.5,6e-05,"[[ 0.   30.96 30.96 28.2 ]
 [  nan  0.   30.96 30.96]
 [  nan   nan  0.   30.96]
 [  nan   nan   nan  0.  ]]",0.1,"[1, 2, 1]","[3, 3, 1]",2.0591260281974
273,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[1.0,2.0,1.0]",SCOT,29.055,30.5,6e-05,"[[ 0.   30.96 30.96 28.2 ]
 [  nan  0.   30.96 30.96]
 [  nan   nan  0.   30.96]
 [  nan   nan   nan  0.  ]]",0.1,"[1, 2, 1]","[3, 3, 1]",2.0591260281974
274,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[1.0,2.0,1.0]",ECKART,29.055,31.703,0.00022,"[[ 0.   38.18 30.96 28.2 ]
 [  nan  0.   30.96 30.96]
 [  nan   nan  0.   30.96]
 [  nan   nan   nan  0.  ]]",0.1,"[1, 2, 1]","[3, 3, 1]",2.0591260281974
275,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[1.0,2.0,1.0]",HT,29.055,30.5,6e-05,"[[ 0.   30.96 30.96 28.2 ]
 [  nan  0.   30.96 30.96]
 [  nan   nan  0.   30.96]
 [  nan   nan   nan  0.  ]]",0.1,"[1, 2, 1]","[3, 3, 1]",2.0591260281974
276,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[5.0,3.0,1.0]",Classic,180.0,180.0,0.0,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[5, 3, 1]","[3, 3, 1]",2.2
277,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[5.0,3.0,1.0]",ROTH,180.0,180.0,0.0,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[5, 3, 1]","[3, 3, 1]",2.2
278,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[5.0,3.0,1.0]",PHAT,180.0,180.0,0.0,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[5, 3, 1]","[3, 3, 1]",2.2
279,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[5.0,3.0,1.0]",SCOT,180.0,180.0,0.0,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[5, 3, 1]","[3, 3, 1]",2.2
280,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[5.0,3.0,1.0]",ECKART,180.0,180.0,0.0,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[5, 3, 1]","[3, 3, 1]",2.2
281,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[5.0,3.0,1.0]",HT,180.0,180.0,0.0,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[5, 3, 1]","[3, 3, 1]",2.2
282,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[7.0,2.0,1.0]",Classic,166.608,180.0,0.00554,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[7, 2, 1]","[3, 3, 1]",4.317406628984581
283,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[7.0,2.0,1.0]",ROTH,166.608,180.0,0.00554,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[7, 2, 1]","[3, 3, 1]",4.317406628984581
284,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[7.0,2.0,1.0]",PHAT,166.608,180.0,0.00554,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[7, 2, 1]","[3, 3, 1]",4.317406628984581
285,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[7.0,2.0,1.0]",SCOT,166.608,180.0,0.00554,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[7, 2, 1]","[3, 3, 1]",4.317406628984581
286,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[7.0,2.0,1.0]",ECKART,166.608,180.0,0.00554,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[7, 2, 1]","[3, 3, 1]",4.317406628984581
287,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[7.0,2.0,1.0]",HT,166.608,180.0,0.00554,"[[  0. 180. 180. 180.]
 [ nan   0. 180. 180.]
 [ nan  nan   0. 180.]
 [ nan  nan  nan   0.]]",0.1,"[7, 2, 1]","[3, 3, 1]",4.317406628984581
288,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[0.0,7.0,1.0]",Classic,55.008,55.66,1e-05,"[[ 0.   59.99 55.13 53.45]
 [  nan  0.   55.13 55.13]
 [  nan   nan  0.   55.13]
 [  nan   nan   nan  0.  ]]",0.1,"[0, 7, 1]","[3, 3, 1]",4.882622246293481
289,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[0.0,7.0,1.0]",ROTH,55.008,55.66,1e-05,"[[ 0.   59.99 55.13 53.45]
 [  nan  0.   55.13 55.13]
 [  nan   nan  0.   55.13]
 [  nan   nan   nan  0.  ]]",0.1,"[0, 7, 1]","[3, 3, 1]",4.882622246293481
290,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[0.0,7.0,1.0]",PHAT,55.008,55.66,1e-05,"[[ 0.   59.99 55.13 53.45]
 [  nan  0.   55.13 55.13]
 [  nan   nan  0.   55.13]
 [  nan   nan   nan  0.  ]]",0.1,"[0, 7, 1]","[3, 3, 1]",4.882622246293481
291,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[0.0,7.0,1.0]",SCOT,55.008,55.66,1e-05,"[[ 0.   59.99 55.13 53.45]
 [  nan  0.   55.13 55.13]
 [  nan   nan  0.   55.13]
 [  nan   nan   nan  0.  ]]",0.1,"[0, 7, 1]","[3, 3, 1]",4.882622246293481
292,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[0.0,7.0,1.0]",ECKART,55.008,55.66,1e-05,"[[ 0.   55.13 55.13 53.45]
 [  nan  0.   59.99 55.13]
 [  nan   nan  0.   55.13]
 [  nan   nan   nan  0.  ]]",0.1,"[0, 7, 1]","[3, 3, 1]",4.882622246293481
293,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[0.0,7.0,1.0]",HT,55.008,55.66,1e-05,"[[ 0.   59.99 55.13 53.45]
 [  nan  0.   55.13 55.13]
 [  nan   nan  0.   55.13]
 [  nan   nan   nan  0.  ]]",0.1,"[0, 7, 1]","[3, 3, 1]",4.882622246293481
294,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[8.0,7.0,1.0]",Classic,142.43099999999998,146.003,0.00039,"[[  0.   149.04 145.26 141.82]
 [   nan   0.   149.04 141.82]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.1,"[8, 7, 1]","[3, 3, 1]",6.56048778674269
295,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[8.0,7.0,1.0]",ROTH,142.43099999999998,146.003,0.00039,"[[  0.   149.04 145.26 141.82]
 [   nan   0.   149.04 141.82]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.1,"[8, 7, 1]","[3, 3, 1]",6.56048778674269
296,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[8.0,7.0,1.0]",PHAT,142.43099999999998,146.003,0.00039,"[[  0.   149.04 145.26 141.82]
 [   nan   0.   149.04 141.82]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.1,"[8, 7, 1]","[3, 3, 1]",6.56048778674269
297,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[8.0,7.0,1.0]",SCOT,142.43099999999998,146.003,0.00039,"[[  0.   149.04 145.26 141.82]
 [   nan   0.   149.04 141.82]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.1,"[8, 7, 1]","[3, 3, 1]",6.56048778674269
298,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[8.0,7.0,1.0]",ECKART,142.43099999999998,146.577,0.00053,"[[  0.   149.04 145.26 141.82]
 [   nan   0.   149.04 145.26]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.1,"[8, 7, 1]","[3, 3, 1]",6.56048778674269
299,"sim_anechoic_d0.1_s[3.0,3.0,1.0]_m[8.0,7.0,1.0]",HT,142.43099999999998,146.003,0.00039,"[[  0.   149.04 145.26 141.82]
 [   nan   0.   149.04 141.82]
 [   nan    nan   0.   149.04]
 [   nan    nan    nan   0.  ]]",0.1,"[8, 7, 1]","[3, 3, 1]",6.56048778674269
300,"sim_anechoic_d0.1_s[6.0,9.0,1.0]_m[5.0,5.0,1.0]",Classic,78.69,76.802,0.00011,"[[ 0.   77.62 77.62 74.81]
 [  nan  0.   77.62 75.52]
 [  nan   nan  0.   77.62]
 [  nan   nan   nan  0.  ]]",0.1,"[5, 5, 1]","[6, 9, 1]",4.079215610874228
